"name"|"DISPLAY"|"Loc_x"|"Loc_y"
154|800 Rattan Terrace, Ponderosa Park, Sunnyvale|-122.010273|37.3586328125
2480|2100 Canyon Lakes Drive, San Ramon|-121.9493162|37.7731438571429
434|1300 Franklin Street, Western Addition, San Francisco|-122.423317333333|37.78745275
537|500 Webster Street, Western Addition, San Francisco|-122.429736555556|37.7760213333333
468|700 Via Aires, San Lorenzo|-122.126273|37.6710564705882
651|2900 22nd Street, Mission District, San Francisco|-122.4122873|37.7558248
464|1600 Fairview Street, South Berkeley, Berkeley|-122.275273266667|37.8500385333333
2169|1000 Liege Terrace, Morse Park, Sunnyvale|-122.02190425|37.40154075
1921|1700 Blackford Lane, Willow Glen, San Jose|-121.920654458333|37.2985692916667
1930|0 North 1st Street, Downtown, Campbell|-121.949435962963|37.2753258518519
2218|5300 Underwood Avenue, Mills College, Oakland|-122.18645208|37.7816814
1300|200 John F Kennedy Drive, Golden Gate Park, San Francisco|-122.473020609756|37.769805195122
473|40700 Chiltern Drive, Kimber - Gomes, Fremont|-121.950883636364|37.5457849090909
652|300 Hale Street, Excelsior, San Francisco|-122.412511157895|37.7322738421053
2534|600 Shaver Court, Prewett Ranch, Brentwood|-121.70684895|37.95734805
2535|3300 Walton Way, West San Jose, San Jose|-121.957743529412|37.3084101764706
697|2700 New Jersey Avenue, Cambrian Community, San Jose|-121.926247740741|37.2734017777778
487|2300 Dover Way, Pittsburg|-121.900056384615|38.0132540769231
698|2900 Cambridge Drive, Willow Glen South - Lincoln Glen, San Jose|-121.886711736842|37.2774749473684
1519|2600 99th Avenue, Toler Heights, Oakland|-122.152310125|37.7471143333333
623|19200 San Ramon Valley Boulevard, San Ramon|-121.977242515152|37.7451485757576
1449|500 Forbes Boulevard, The East Side, South San Francisco|-122.406967375|37.6505019166667
699|Begonia Lane, South San Jose, San Jose|-121.854359733333|37.2778450666667
2025|1400 South Whitehall Lane, Saint Helena|-122.47270656682|38.4755111105991
2133|600 Manzanita Avenue, Corte Madera|-122.5242044|37.925107175
2052|7100 Camino Colegio, Rohnert Park|-122.684872619048|38.3384971904762
2448|200 Shorebird Circle, Redwood Shores, Redwood City|-122.256154028571|37.5280472571429
2588|300 Gardenia Circle, Fairfield|-122.037057214286|38.2781257857143
2495|100 Shrader Street, San Francisco|-122.448253|37.77437275
2496|100 Diamond Street, The Castro, San Francisco|-122.436879692308|37.7597634615385
615|2300 Mann Avenue, Union City|-122.0178575|37.580846625
1439|4000 Branciforte Drive, Santa Cruz|-121.991029951613|37.0283726854839
2135|0 Fairway Drive, Mill Valley|-122.541223824561|37.9128692631579
1452|200 Ramona Avenue, Vallemar, Pacifica|-122.482217829787|37.6181215319149
858|600 Geneva Avenue, Outer Mission, San Francisco|-122.442827444444|37.7194872222222
906|2700 Octavia Street, Cow Hollow, San Francisco|-122.431825071429|37.7973509285714
2454|0 16th Avenue, Hayward Park, San Mateo|-122.317781733333|37.5525686
304|500 Zook Road, Mountain View|-122.054650866667|37.4172796
964|2900 Broderick Street, Cow Hollow, San Francisco|-122.441850666667|37.79771525
893|1600 Miner Avenue, San Pablo|-122.34669985|37.97505545
467|16300 Helo Drive, San Leandro|-122.114103307692|37.6988715384615
563|1200 Redmond Avenue, South San Jose, San Jose|-121.877191090909|37.2302238181818
2115|100 Sequoia Glen Lane, Novato|-122.560678666667|38.0899185238095
908|1200 18th Street, Potrero Hill, San Francisco|-122.3956316|37.7627099
963|600 Sutter Street, Lower Nob Hill, San Francisco|-122.412804555556|37.7886901111111
829|7800 Lilac Court, Cupertino|-122.038319933333|37.3114313333333
1446|700 Larch Avenue, Paradise Valley, South San Francisco|-122.419678282051|37.6691378717949
532|200 Beach Street, North Beach, San Francisco|-122.411072571429|37.8065286428571
302|0 Bass Court, Bayview, San Francisco|-122.383927411765|37.7339750588235
311|200 Northgate Avenue, Westlake, Daly City|-122.485899555556|37.7035453888889
663|200 21st Avenue, Central Richmond, San Francisco|-122.481418181818|37.7828577272727
904|400 North Fernwood Circle, Snail, Sunnyvale|-122.022217333333|37.3911518333333
1338|700 East Evelyn Avenue, Sunnyvale|-122.008072958333|37.3693129583333
1333|21800 Lomita Avenue, Cupertino|-122.05513821875|37.3212436875
1387|400 Fieldcrest Drive, South San Jose, San Jose|-121.811039722222|37.2309918888889
1335|19300 Greenwood Circle, Cupertino|-122.0108045625|37.315676875
1321|700 Houston Avenue, Seaport, Stockton|-121.307004771429|37.9208082857143
1339|700 San Juan Drive, San Miguel, Sunnyvale|-122.004581733333|37.3906908
2529|200 Poplar Street, Aptos|-121.922966192308|36.9777518076923
624|3300 Beechwood Drive, Stanley, Lafayette|-122.103514208333|37.889474625
1475|1000 Greenmont Drive, Vallejo|-122.20035476|38.0897002
2597|3000 Telegraph Avenue, Pill Hill, Oakland|-122.268407857143|37.8177481428571
1336|1400 Bobwhite Avenue, Sunnyvale|-122.026038130435|37.3440194782609
296|400 Cartagena Way, American Canyon|-122.239355526316|38.1601677894737
2479|200 Bonifacio Place, Monterey|-121.89696437931|36.6007332413793
1447|200 9th Lane, Downtown, South San Francisco|-122.407028333333|37.6619523333333
285|1600 Maritime Street, Oakland|-122.304275818182|37.8178303939394
389|1000 Burkhart Avenue, Washington Manor - Bonaire, San Leandro|-122.140321827586|37.6856013793103
1255|500 Dutton Avenue, Southwest Santa Rosa, Santa Rosa|-122.726447066667|38.4270310333333
2489|300 Marylinn Drive, Milpitas|-121.91235265|37.43726055
1305|1000 Morris Court, Central San Jose, San Jose|-121.9347426|37.3470989
867|2200 Post Street, Western Addition, San Francisco|-122.435085428571|37.7850854285714
837|800 Roselawn Avenue, Modesto|-121.003716538462|37.6215746923077
194|600 Aileen Street, Upper Telegraph, Oakland|-122.265228|37.8416282727273
299|Chinatown / North Beach Campus, Russian Hill, San Francisco|-122.415998615385|37.8021030769231
2212|500 63rd Street, Upper Telegraph, Oakland|-122.265884333333|37.8484454666667
648|3800 19th Street, Dolores Heights, San Francisco|-122.431283|37.7596462142857
1781|1100 Carolina Street, Potrero Hill, San Francisco|-122.398812375|37.7538865
608|700 11th Street, Oakland|-122.280088555556|37.8042521111111
1773|0 Majestic Avenue, Ingleside, San Francisco|-122.453360692308|37.7192161538462
1081|1300 Powell Street, Emeryville|-122.289696857143|37.8436407142857
1073|100 Panoramic Way, Berkeley|-122.249979266667|37.8681155333333
217|38100 Hastings Court, Centerville, Fremont|-121.9904949|37.5590555
528|600 Lexington Way, Oak Grove Manor, Burlingame|-122.343335|37.58499985
209|300 Wilde Avenue, Visitacion Valley, San Francisco|-122.403419315789|37.7164835789474
1776|1800 25th Avenue, Sunset District, San Francisco|-122.482154230769|37.7526957692308
1080|Pier 2, Emeryville|-122.300299722222|37.8391455
239|100 Elena Court, Scotts Valley|-122.031307357143|37.0206625892857
218|41700 Covington Drive, Mission Valley, Fremont|-121.943704136364|37.5318293636364
1206|200 Beck Avenue, Fairfield|-122.06530730303|38.2309102727273
1920|1800 Fruitdale Avenue, Central San Jose, San Jose|-121.925143|37.3129527368421
1209|600 Woodside Drive, Woodside Hills, Woodside|-122.256583069444|37.4451602916667
1688|1100 Taylor Street, Nob Hill, San Francisco|-122.413441818182|37.7931774545455
642|600 Grant Avenue, Chinatown, San Francisco|-122.406194833333|37.7935043333333
1706|700 Bernal Heights Boulevard, Bernal Heights, San Francisco|-122.414468173913|37.7438921304348
1357|1300 Holly Avenue, Los Altos|-122.07661683871|37.3592497741936
1687|1400 Powell Street, Russian Hill, San Francisco|-122.4102145|37.7991445
1381|April Trail, Almaden, San Jose|-121.869781174312|37.1988455412844
1895|2100 Glenview Drive, Milpitas|-121.870403777778|37.4256329444444
1065|3400 Noyo Street, Woodminster, Oakland|-122.184322772727|37.8042834090909
1945|5300 Canyon Hills Lane, East San Jose, San Jose|-121.772226122449|37.2821411020408
1396|Butterfield Boulevard, Morgan Hill|-121.630462928571|37.1115128571429
1775|100 Farallones Street, Oceanview, San Francisco|-122.456727954545|37.7151324090909
1044|Rosa Blanca Drive, Pittsburg|-121.975354222222|37.9956666805556
2595|1800 Shamrock Avenue, Santa Clara|-121.9726959375|37.3612743125
1698|3500 20th Street, Mission District, San Francisco|-122.419153307692|37.7594955384615
1082|2000 Clement Avenue, Alameda|-122.248534875|37.7757584166667
1302|Tasman Drive, Santa Clara|-121.965189428571|37.4006811428571
1516|1300 Ward Street, Southwest Berkeley, Berkeley|-122.283831083333|37.8577734166667
2136|300 Carrera Drive, Mill Valley|-122.530259604651|37.8709656860465
1311|4600 Alex Drive, West San Jose, San Jose|-121.987048230769|37.2798641538462
2347|1500 3rd Avenue, East Lake, Oakland|-122.255504923077|37.7984475384615
1571|500 Stonebridge Court, Pleasant Hill|-122.060593903226|37.9525664193548
